Pavadinimas,Autorius,Žanras,Metai,Puslapiai,Kaina,Akcijinė kaina,Perskaitytos kaina,Leidėjas,Formatas,Kalba,Įvertinimų skaičius,Žvaigždučių skaičius
Spąstai milijonieriui,Kate Carlisle,Meilės romanai,2012,186,0,0,2.01,Svajonių knygos,"10,5 x 16,5 cm, minkšti viršeliai",Lietuvių,0,4
Spąstai,Sandra Brown,"Detektyvai, trileriai",2008,392,0,0,9.79,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,4,4
Spąstai pirklio žudikui,Gina Viliūnė,Lietuvių autorių romanai,2021,264,0,0,23.79,Tyto alba,"14,8 x 22,1 x 2,7 cm, kieti viršeliai",Lietuvių,4,5
Spąstams reikia naujo masalo,Erle Stanley Gardner,"Detektyvai, trileriai",1995,192,0,0,2.19,Onė,"13,5 x 20 cm, minkšti viršeliai",Lietuvių,0,0
Spąstuose,Valdas Bartas,"Detektyvai, trileriai",2019,232,0,0,3.75,Tyto alba,"14,5 x 22,1 x 2,4 cm, kieti viršeliai",Lietuvių,4,4
Specialistas iš Sicilijos,Valdas Bartas,Užsienio autorių romanai,1985,312,0,0,2.10,Vaga,"14 x 22 cm, kieti viršeliai",Lietuvių,0,0
"SPĖK, KAS? Kvapą gniaužianti užrakinto kambario byla",Chris McGeorge,"Detektyvai, trileriai",2018,384,0,0,4.22,Tyto alba,"14,7 x 22,1 x 3,7 cm, kieti viršeliai",Lietuvių,12,4
Spektaklis bosui. Pusryčiai į lovą,Mirna Makenzi,Meilės romanai,1998,256,0,0,0,Rosma,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Spektaklis,Mirna Makenzi,"Poezija, drama, esė",2021,136,10.54,9.49,10.54,Santara,"11,5 x 21 x 0,9 cm, minkšti viršeliai","Lietuvių, Rusų",0,0
Spektras. Antra knyga (PFAF 307),Sergej Lukjanenko,Fantastika,2004,265,0,0,0,Eridanas,"13 x 20 x 1,6 cm, minkšti viršeliai",Lietuvių,0,0
Spektras. Pirma knyga (PFAF 306),Sergej Lukjanenko,Fantastika,2004,285,0,0,0,Eridanas,"13 x 20 x 1,8 cm, minkšti viršeliai",Lietuvių,0,0
Spektras,Marius Plečkaitis,"Poezija, drama, esė",2013,68,2.19,1.97,0,Lietuvos edukologijos universiteto leidykla,"13,5 x 23,5 x 0,8 cm, kieti viršeliai",Lietuvių,0,0
VORAS. Lars Kepler 9-asis detektyvo šedevras,Lars Kepler,"Detektyvai, trileriai",2023,368,23.59,20.64,23.59,Obuolys,"15,3 x 21,7 x 3,3 cm, kieti viršeliai",Lietuvių,17,3
Spindesio valanda,Iona Grey,Užsienio autorių romanai,2020,405,15.99,14.39,15.99,Alma littera,"14,3 x 21,3 x 2,9 cm, kieti viršeliai",Lietuvių,4,4
Spindinčioji. Antra „Nežemiškosios“ knyga,Cynthia Hand,Fantastika,2013,352,0,0,0,Alma littera,"21,5 x 14,5 cm, minkšti viršeliai",Lietuvių,6,5
Spindinčios Kalėdos,Maxine Sullivan,Meilės romanai,2015,576,0,0,5.79,Svajonių knygos,"10,8 x 18,1 x 3,5 cm, minkšti viršeliai",Lietuvių,0,5
Spindintis virš mūsų,Ričardas Mikutavičius,"Poezija, drama, esė",1998,157,0,0,11.00,Santara,"13,5 x 24,5 x 1 cm, kieti viršeliai",Lietuvių,1,5
Spinozos problema (minkšti viršeliai),Irvin D. Yalom,Užsienio autorių romanai,2013,408,0,0,0,Vaga,"15 x 22 cm, minkšti viršeliai",Lietuvių,0,0
Spinozos problema,Irvin D. Yalom,Užsienio autorių romanai,2012,408,0,0,36.99,Vaga,"15 x 22 cm, kieti viršeliai",Lietuvių,5,5
Spiralė: skambutis II,Koji Suzuki,Fantastika,2006,248,0,0,3.39,Obuolys,"14 x 21, minkšti viršeliai",Lietuvių,0,4
Spirgai. Raštai. IV tomas,Jonas Mekas,"Poezija, drama, esė",2023,296,17.79,16.01,0,Odilė,"16 x 24 x 2,3 cm, kieti viršeliai",Lietuvių,0,5
Spragtelėjus pirštais,Agatha Christie,"Detektyvai, trileriai",2010,296,0,0,0,Sirokas,"11 x 18 cm, minkšti viršeliai",Lietuvių,1,4
Sprendžia ji,Katherine Garbera,Meilės romanai,2013,192,0,0,3.39,Svajonių knygos,"10,6 x 16,7 cm, minkšti viršeliai",Lietuvių,0,3
SPROGDINTOJA: dinamiškas siužetas ir iki paskutinės akimirkos išlaikoma įtampa – naujas populiariausios Skandinavijos detektyvų autorės romanas,Liza Marklund,"Detektyvai, trileriai",2016,544,0,0,9.03,Obuolys,"14,2 x 21,3 cm, kieti viršeliai",Lietuvių,7,3
Spygliuotos vielos kilpa,David Whitehead,Užsienio autorių romanai,1995,159,0,0,2.19,Vaiga,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Spynų meistras,Steve Hamilton,"Detektyvai, trileriai",2012,368,0,0,16.99,Metodika,"15 x 22 cm, kieti viršeliai",Lietuvių,3,5
Sraigė su beisbolo lazda,Sigitas Parulskis,Lietuvių autorių romanai,2010,176,0,0,5.39,Baltos lankos,"14 x 21 cm, minkšti viršeliai",Lietuvių,1,2
Sraigė su beisbolo lazda (2015),Sigitas Parulskis,Lietuvių autorių romanai,2015,184,0,0,11.00,Alma littera,"14 x 21 cm, minkšti viršeliai",Lietuvių,3,4
"Sraigės nežino, kad jos sraigės",Nuria Roca,Užsienio autorių romanai,2012,256,0,0,2.00,Tyto alba,"14,5 x 21,5 cm, minkšti viršeliai",Lietuvių,1,2
Srauto užuovėjų valdovai PFAF 308,Jack L. Chalker,Fantastika,2004,317,0,0,0,Eridanas,"13 x 20 cm, minkšti viršeliai",Lietuvių,0,0
"Sriuba, kosmosas ir ašaros",Charles Bukowski,Užsienio autorių romanai,2013,144,0,0,0,Kitos knygos,"15 x 21 cm, minkšti viršeliai",Lietuvių,1,5
Sriuba,Mikalojus Vilutis,"Poezija, drama, esė",2014,128,0,0,0,Tyto alba,"16 x 21 cm, minkšti viršeliai",Lietuvių,0,4
Stabilizatorius. Minskas 2041 (PFAF 495),Sergej Antonov,Fantastika,2014,284,0,0,12.99,Eridanas,"12,5 x 20 cm, minkšti viršeliai",Lietuvių,0,3
Štai ir viskas. Atlanto idilės,Vytautas Sirijos Gira,Lietuvių autorių romanai,1977,461,0,0,3.39,Vaga,"13 x 20,5 x 2 cm, kieti viršeliai",Lietuvių,0,0
"Štai kaip viskas prasideda (Stefanė King, #1)",Rachel Abbott,Užsienio autorių romanai,2022,352,13.16,4.58,13.16,Jotema,"15 x 22 x 3,1 cm, kieti viršeliai",Lietuvių,3,3
Štai koks žmogus,Jeffrey Archer,"Detektyvai, trileriai",2017,448,0,0,4.59,Jotema,"15 x 22 x 4 cm, kieti viršeliai",Lietuvių,8,4
Štai:,Agnė Žagrakalytė,"Poezija, drama, esė",2017,60,0,0,6.00,Tyto alba,"16 x 25 x 0,6 cm, minkšti viršeliai",Lietuvių,0,3
Štai taip tu ją prarandi,Junot Diaz,Meilės romanai,2013,216,8.62,7.76,8.62,Versus Aureus,"14,5 x 21,5 cm, kieti viršeliai",Lietuvių,1,5
Staigi mirtis,Alvaro Enrigue,Užsienio autorių romanai,2021,260,13.49,12.14,0,Rara,"14 x 21 x 2 cm, minkšti viršeliai",Lietuvių,2,5
Staigmena tau. Broliai Djukai,Kate Carlisle,Meilės romanai,2012,192,0,0,10.99,UAB Svajonių knygos,"10,6 x 16,7 cm, minkšti viršeliai",Lietuvių,0,4
Staigus atsitraukimas,Harlan Coben,Užsienio autorių romanai,2010,320,0,0,12.99,Jotema,"15 x 22 cm, kieti viršeliai",Lietuvių,3,5
Štaineris. Kantrus kūnas,Willi Heinrich,Užsienio autorių romanai,2022,352,13.79,12.41,0,Vox Altera,"15,5 x 23,5 x 2,8 cm, minkšti viršeliai",Lietuvių,4,4
"STALINAS. MANO VARDAS NEAPYKANTA: istorinis romanas apie nuožmiausią vienos didžiausių pasaulio valstybių diktatorių, vadintą Sekretoriumi",Francas Baueris,Užsienio autorių romanai,2022,384,12.49,11.24,12.49,Obuolys,"12,5 x 19,5 x 2,8 cm, minkšti viršeliai",Lietuvių,3,3
Stalinas ir Ana,Francas Baueris,Istorija,2009,336,0,0,5.79,Vento media,"14 x 21 cm, minkšti viršeliai",Lietuvių,3,5
Stalingradas,Antony Beevor,Užsienio autorių romanai,2012,528,0,0,0,Alma littera,"14,5 x 24 cm, kieti viršeliai",Lietuvių,5,5
Stalino karvės,Sofi Oksanen,Užsienio autorių romanai,2012,448,0,0,12.99,Versus Aureus,"14 x 21 cm, minkšti viršeliai",Lietuvių,4,5
Stalo kalnas,Vladas Braziūnas,"Poezija, drama, esė",2014,114,0,0,0,Lietuvos rašytojų sąjungos leidykla,"15 x 22 cm, minkšti viršeliai",Lietuvių,0,4
Stambulo mimoza,Rasa Velijevaitė,Lietuvių autorių romanai,2009,216,0,0,2.09,Versus Aureus,"15 x 22 cm, kieti viršeliai",Lietuvių,1,5
Stambulo pavainikė,Elif Shafak,Užsienio autorių romanai,2021,384,13.69,6.10,13.69,Tyto alba,"15 x 22 x 3,2 cm, kieti viršeliai",Lietuvių,10,5
Stasys Šaltoka. Vieneri metai,Gabija Grušaitė,Lietuvių autorių romanai,2024,272,16.59,14.93,16.59,Lapas,"12,8 x 19,6 x 2,1 cm, minkšti viršeliai",Lietuvių,10,4
Statistinė meilės iš pirmo žvilgsnio tikimybė,Jennifer E. Smith,Meilės romanai,2024,224,14.39,12.79,0,Alma littera,"14 x 21 x 1,7 cm, minkšti viršeliai",Lietuvių,0,0
Staugiantys vienatvės šunys,Aleksandra Marinina,"Detektyvai, trileriai",2008,360,0,0,12.87,Jotema,"14,5 x 22 cm, kieti viršeliai",Lietuvių,2,5
"Staugsmas, Kadišas ir kiti eilėraščiai",Alen Ginsberg,"Poezija, drama, esė",2011,128,0,0,12.99,Kitos knygos,"14 x 20 cm, minkšti viršeliai",Lietuvių,1,5
"Stebėk, kaip dingstu",Jannele Brown,"Detektyvai, trileriai",2022,384,16.19,8.09,16.19,Sofoklis,"14 x 21 x 2,8 cm, kieti viršeliai",Lietuvių,5,4
Stebėk mane,Lisa Renee Jones,Meilės romanai,2015,186,0,0,0,Svajonių knygos,"10,5 x 16,5 x 1 cm, minkšti viršeliai",Lietuvių,0,4
Stebint žalsvą girios ošimą,Aurelijus Zykas,Lietuvių autorių romanai,2022,476,22.69,9.09,22.69,Aukso pieva,"15 x 22 x 3,5 cm, kieti viršeliai",Lietuvių,7,4
Stebintis slapčia,Gytha Lodge,"Detektyvai, trileriai",2022,400,15.19,6.08,15.19,Baltos lankos,"14,5 x 21 x 2,9 cm, kieti viršeliai",Lietuvių,1,5
"STEBIU TAVE: painus trileris apie vojerizmą, įkyrią maniją ir nužudymą",Lisa Jewell,"Detektyvai, trileriai",2020,352,0,0,5.19,Jotema,"14,5 x 22 x 3 cm, kieti viršeliai",Lietuvių,12,4
Stebiu tave,Mary Higgins Clark,"Detektyvai, trileriai",2020,248,12.49,12.49,12.49,Alma littera,"14,3 x 23,5 x 2,5 cm, kieti viršeliai",Lietuvių,3,4
Stebukladarių slėnis,Kamalas Abdulla,Užsienio autorių romanai,2013,172,2.19,1.97,0,Edukologija,"15,5 x 21 x 1,3 cm, kieti viršeliai",Lietuvių,0,4
STEBUKLAI. Išskirtinė knygos.lt kolekcija 20/100,Angie Kim,"Detektyvai, trileriai",2024,448,5.00,5.00,0,knygos.lt,"13,7 x 20,8 x 3 cm, minkšti viršeliai",Lietuvių,0,0
"STEBUKLAI. Kaip toli nueisite, kad apgintumėte savo šeimos narius? Detektyvinis romanas apie tėvus, vaikus, santuoką ir nenutrūkstamą geresnio gyvenimo viltį",Angie Kim,"Detektyvai, trileriai",2021,448,14.89,8.93,14.89,BALTO leidybos namai,"14,3 x 21,3 x 3,3 cm, kieti viršeliai",Lietuvių,3,4
"Stebuklai iš Dangaus: maža mergaitė, jos kelionė į Dangų ir nuostabi išgijimo istorija",Christie Wilson Beam,Užsienio autorių romanai,2017,192,0,0,6.99,Gelmės,"14 x 21 x 1,7 cm, minkšti viršeliai",Lietuvių,2,4
Stebuklas Anduose,Nando Parrado,Užsienio autorių romanai,2010,304,0,0,30.99,Jotema,"14,5 x 22 cm, kieti viršeliai",Lietuvių,5,5
"STEBUKLAS: stulbinamas, mintis jaukiantis pasakojimas, tikras mūsų įsitikinimų, kas iš tiesų teikia atgaivą kūnui ir sielai, išbandymas",Emma Donoghue,Užsienio autorių romanai,2018,336,12.79,5.12,12.79,Baltos lankos,"14,5 x 21 x 2,9 cm, kieti viršeliai",Lietuvių,17,4
Stebuklinga patvorių žolė,Vidmantė Jasukaitytė,Lietuvių autorių romanai,2000,336,0,0,15.99,Vidmantė Jasukaitytė,"14,5 x 21 x 2,9 cm, kieti viršeliai",Lietuvių,0,0
Stebuklinga valanda,Kristin Hannah,Užsienio autorių romanai,2023,448,9.89,9.89,9.89,Jotema,"15 x 22 x 3,2 cm, kieti viršeliai",Lietuvių,11,4
Stebuklinga žaislų krautuvėlė,Angela Carter,Užsienio autorių romanai,2007,328,0,0,0,Mintis,"11,5 x 19 cm, minkšti viršeliai",Lietuvių,0,4
Stebuklingas išgijimas,Harlan Coben,"Detektyvai, trileriai",2012,400,0,0,8.00,Jotema,"14 x 22 cm, kieti viršeliai",Lietuvių,6,4
Stebuklingieji sipstrassi PFAF 368,David Gemmell,Fantastika,2006,247,0,0,0,Eridanas,"1,3 cm, minkšti viršeliai",Lietuvių,0,0
Stebuklingoji tošelė (1972),Lazdynų Pelėda,Lietuvių autorių romanai,1972,242,0,0,7.00,Vaga,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Stebuklingoji tošelė,Lazdynų Pelėda,Knygos paaugliams,1982,227,0,0,2.64,Vaga,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Stebuklo belaukiant,Ignas Šeinius,Lietuvių autorių romanai,2001,269,0,0,10.89,Tyto alba,"15 x 22 x 2,5 cm, kieti viršeliai",Lietuvių,0,0
Stebuklo belaukiant. Žavingas despotas,Aleks Strein,Meilės romanai,2007,328,0,0,0,Rosma,"13 x 20 cm, kieti viršeliai",Lietuvių,1,5
Stebuklų ateljė,Valérie Tong-Cuong,Meilės romanai,2016,252,0,0,2.64,Vaga,"14 x 21 x 2,1 cm, minkšti viršeliai",Lietuvių,6,4
Stebuklų cirkas,Elizabeth Macneal,Meilės romanai,2021,400,18.69,7.49,18.69,Alma littera,"14,3 x 21,3 x 2,9 cm, kieti viršeliai",Lietuvių,3,4
"STEBUKLŲ DIENOS: nuostabiai šmaikštus, jaudinantis ir įkvepiantis pasakojimas apie gebėjimą aptikti džiaugsmą kasdieniame gyvenime",Keith Stuart,Užsienio autorių romanai,2019,472,0,0,5.79,Jotema,"15 x 22 x 4 cm, kieti viršeliai",Lietuvių,1,2
Stebuklų miestas,Eduardo Mendoza,Užsienio autorių romanai,2009,440,0,0,15.39,Agatha Press,"14,5 x 24 cm, kieti viršeliai",Lietuvių,1,5
Stebuklų pripoškėjęs pasaulis,Virgina Šukytė,Folkloras ir mitologija,2015,128,0,0,16.99,700 eilučių,"23 x 23 cm, kieti viršeliai",Lietuvių,1,5
Stenas (PFAF 76),Allan Cole Chris Bunch,Fantastika,1997,208,0,0,6.99,Eridanas,"13 x 20 cm, minkšti viršeliai",Lietuvių,1,5
Stepė (PFAF 199),Piers Anthony,Fantastika,2001,223,0,0,12.99,Eridanas,"13 x 20 x 1 cm, minkšti viršeliai",Lietuvių,0,0
Stepfordo moterys,Ira Levin,Užsienio autorių romanai,2004,160,0,0,12.99,Obuolys,"14 x 21 cm, minkšti viršeliai",Lietuvių,1,5
Stepių vilkas (1979),Hermann Hesse,Klasika,1979,253,0,0,17.99,Vaga,"12,5 x 17 x 1 cm, kieti viršeliai",Lietuvių,0,0
Stepių vilkas. „Lietuvos ryto“ kolekcija,Hermann Hesse,Užsienio autorių romanai,2006,223,0,0,17.99,Lietuvos rytas,"12,4 x 21 cm, kieti viršeliai",Lietuvių,2,5
Stepių vilkas (2009),Hermanas Hesė,Užsienio autorių romanai,2009,216,0,0,17.99,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,0,4
Stepių vilkas (2014),Hermanas Hesė,Klasika,2014,216,0,0,17.99,Alma littera,"14,3 x 21,5 x 2,1 cm, kieti viršeliai",Lietuvių,5,4
Stepių vilkas,Hermann Hesse,Klasika,1999,287,0,0,17.99,Alma littera,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Stepių vilkas. Paskutinė Klingzoro vasara,Hermanas Hesė,Užsienio autorių romanai,1992,240,0,0,6.99,Reco dias,"1320,5 cm, kieti viršeliai",Lietuvių,1,5
Steponas Batoras,Kállay Miklós,Istorija,2014,496,12.73,11.46,0,Žara,"15 x 21,5 cm, kieti viršeliai",Lietuvių,1,5
Sterili,Tomas Petrulis,"Poezija, drama, esė",2020,104,6.79,5.43,0,Lietuvos rašytojų sąjungos leidykla,"13 x 21 x 0,8 cm, minkšti viršeliai",Lietuvių,4,3
Stikas,Elmore Leonard,Užsienio autorių romanai,2002,271,0,0,11.99,Baltos lankos,"15 x 22 x 2,5 cm, kieti viršeliai",Lietuvių,0,0
STIKLAINIS ŠIRDŽIŲ. Ar melų tinklas padės jai išgyventi? TIKRAI šiurpus ir TIKRAI psichologiškai įtaigus kriminalinis trileris,Jennifer Hillier,"Detektyvai, trileriai",2021,336,16.49,7.42,16.49,BALTO leidybos namai,"14,3 x 21,3 x 2,9 cm, kieti viršeliai",Lietuvių,21,4
Stiklinė pieno,Herbjørg Wassmo,Užsienio autorių romanai,2021,416,0,0,11.59,Alma littera,"14,3 x 21,3 x 2,9 cm, kieti viršeliai",Lietuvių,21,4
Stiklinė pieno,Herbjørg Wassmo,Užsienio autorių romanai,2008,400,0,0,10.59,Alma littera,"15 x 25 cm, kieti viršeliai",Lietuvių,10,4
Stiklinė,Stasys Stacevičius,"Poezija, drama, esė",2012,184,0,0,0,Lietuvos rašytojų sąjungos leidykla,"14,5 cm, kieti viršeliai",Lietuvių,0,0
Stiklinio karsto paslaptis,Džeisonas Darkas,Fantastika,1994,143,0,0,2.80,Europa,"12,9 x 19,9 cm, minkšti viršeliai",Lietuvių,0,0
Stiklinis namas,Dalia Urnevičiūtė,Lietuvių autorių romanai,1978,183,0,0,2.00,Vaga,"11 x 17 cm, kieti viršeliai",Lietuvių,0,0
Stiklinis paukštis,Dalia Jazukevičiūtė,Lietuvių autorių romanai,2009,180,0,0,4.59,Alma littera,"14,7 x 24,2 cm, kieti viršeliai",Lietuvių,1,5
Stiklo akys,Samanta Schweblin,Užsienio autorių romanai,2021,256,12.39,8.05,12.39,Sofoklis,"14 x 21 x 2 cm, kieti viršeliai",Lietuvių,1,5
Stiklo gaubtas,Sylvia Plath,Užsienio autorių romanai,2020,256,0,0,0,Sofoklis,"14,4 x 21,5 x 2 cm, kieti viršeliai",Lietuvių,7,4
Stiklo karoliukų žaidimas (2008),Hermann Hesse,Klasika,2008,492,0,0,10.59,Alma littera,"14,5 x 24 cm, kieti viršeliai",Lietuvių,0,4
Stiklo karoliukų žaidimas,Hermann Hesse,Knygos paaugliams,2024,462,19.99,17.99,19.99,Baltos lankos,"15,5 x 24,2 x 3,6 cm, kieti viršeliai",Lietuvių,8,4
Stiklo karoliukų žaidimas (1984),Hermanas Hesė,Užsienio autorių romanai,1984,429,0,0,3.39,Vaga,"14 x 22 x 2,5 cm, kieti viršeliai",Lietuvių,0,0
Stiklo karoliukų žaidimas (2000),Hermann Hesse,Užsienio autorių romanai,2000,496,0,0,4.59,Alma littera,"14,5 x 24 cm, kieti viršeliai",Lietuvių,1,5
Stiklo miestas. Mirtinieji įrankiai. 3 knyga,Cassandra Clare,Knygos paaugliams,2013,504,0,0,0,Alma littera,"14,5 x 22 cm, kieti viršeliai",Lietuvių,15,5
Stiklo pilis,Jeannette Walls,Užsienio autorių romanai,2011,424,0,0,0,Vaga,"14 x 21 cm, minkšti viršeliai",Lietuvių,4,5
Stiklo raktas,Dešilas Hemetas,"Detektyvai, trileriai",1997,172,0,0,2.19,Vaga,"13 x 21 x 1 cm, minkšti viršeliai",Lietuvių,1,5
"Stiklo sala. Žvaigždžių sergėtojai, 3 dalis",Nora Roberts,Meilės romanai,2017,384,0,0,19.99,Jotema,"14 x 21 x 2,7 cm, minkšti viršeliai",Lietuvių,4,4
Stiklo šalis. Šermenys,Vanda Juknaitė,Lietuvių autorių romanai,2009,200,0,0,5.79,Alma littera,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Stiklo šalis. Šermenys,Vanda Juknaitė,Lietuvių autorių romanai,2012,198,0,0,6.99,Alma littera,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,4
Stiklo skambesys,Karen White,Meilės romanai,2018,472,12.79,9.59,12.79,Tyto alba,"14,7 x 22,1 x 3,8 cm, kieti viršeliai",Lietuvių,7,4
Stiklo vaikas,Maarja Kangro,Užsienio autorių romanai,2020,192,9.19,7.81,0,Homo liber,"14 x 23,5 x 2 cm, kieti viršeliai",Lietuvių,0,4
STIKLO VIEŠBUTIS,Emily St. John Mandel,Užsienio autorių romanai,2021,336,14.39,5.76,14.39,Baltos lankos,"14,5 x 21 x 2,9 cm, kieti viršeliai",Lietuvių,1,4
Stileivos,Wendy Wasserstein,Užsienio autorių romanai,2008,384,0,0,3.19,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,0,0
Štileris,Maksas Frišas,Užsienio autorių romanai,1970,411,0,0,2.19,Vaga,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Stiliaus pratimai,Raymond Queneau,Užsienio autorių romanai,2016,128,0,0,0,Versus Aureus,"11 x 17,8 x 1 cm, minkšti viršeliai",Lietuvių,0,4
Stilinga vagystė,Emyl Jenkins,Užsienio autorių romanai,2006,344,0,0,2.09,Alma littera,"15,5 x 23,5 cm, minkšti viršeliai",Lietuvių,0,3
Stilistas,Aleksandra Marinina,"Detektyvai, trileriai",2002,376,0,0,12.87,Jotema,"14,7 x 22 cm, kieti viršeliai",Lietuvių,0,0
Stilistas,Aleksandra Marinina,"Detektyvai, trileriai",2009,384,0,0,8.19,Jotema,"15 x 22 cm, kieti viršeliai",Lietuvių,2,5
Stiprėjanti juoda,Valdas Gedgaudas,"Poezija, drama, esė",2013,160,0,0,0,Homo liber,"15 x 22 x 1,5 cm, kieti viršeliai",Lietuvių,0,4
Stipri kaip mirtis,Guy de Maupassant,Knygos paaugliams,2013,288,0,0,3.39,Baltos lankos,"18,5 x 12,5 cm, minkšti viršeliai",Lietuvių,2,4
Stipri kaip mirtis,Guy de Maupassant,Knygos paaugliams,2005,239,0,0,9.39,Baltos lankos,"14,5 x 21 cm, kieti viršeliai",Lietuvių,1,5
Stipri kaip mirtis (1986),Guy de Maupassant,Klasika,1986,199,0,0,2.00,Vaga,"13 x 20,5 cm, minkšti viršeliai",Lietuvių,2,4
Stipriau už baimę. Tekėk už manęs,Jane Porter,Meilės romanai,2010,368,0,0,0,UAB Svajonių knygos,"10,6 x 16,7 cm, minkšti viršeliai",Lietuvių,0,0
Stipriau už baimę,Jane Porter,Meilės romanai,2007,192,0,0,10.99,Svajonių knygos,"10,5 x 16,5 cm, minkšti viršeliai",Lietuvių,1,5
SANTAKA. Pietinis pakraštys. 2 dalis,Jeff VanderMeer,Fantastika,2020,360,12.29,6.76,12.29,Kitos knygos,"14 x 20,5 x 2,8 cm, kieti viršeliai",Lietuvių,3,4
Stiprusis angelas,Jerzy Pilch,Užsienio autorių romanai,2002,216,0,0,0,Strofa,"13 x 20 cm, minkšti viršeliai",Lietuvių,0,0
Stirnų šaltinis,Kazys Inčiūra,"Poezija, drama, esė",1979,373,0,0,0,Vaga,"13,5 x 20,8 cm, kieti viršeliai",Lietuvių,0,0
Stogas ir žvaigždėtas dangus,Kazys Jankauskas,Lietuvių autorių romanai,1984,237,0,0,2.09,Vaga,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Stoikas (1960),T. Dreizeris,Užsienio autorių romanai,1960,407,0,0,2.19,Valstybinė grožinės literatūros leidykla,"14 x 20 x 2,5 cm, kieti viršeliai",Lietuvių,0,0
Stoikas (1968),T. Dreizeris,Užsienio autorių romanai,1968,342,0,0,3.39,Vaga,"13,5 x 20 cm, kieti viršeliai",Lietuvių,1,5
Stoikas,T. Dreizeris,Užsienio autorių romanai,1993,254,0,0,2.50,Viltis,"14,5 x 22 cm, kieti viršeliai",Lietuvių,0,0
Stokholmo paslaptys,Hanna E. Lindberg,"Detektyvai, trileriai",2018,416,0,0,3.99,Obuolys,"14,5 x 22 x 3,7 cm, kieti viršeliai",Lietuvių,2,4
Stop. Karo laukas,Aurimas Novikovas,Lietuvių autorių romanai,2016,128,0,0,12.99,Naujosios Romuvos fondas,"14 x 21 x 1 cm, minkšti viršeliai",Lietuvių,0,5
Stop Kissing Frogs,Madeleine Lowe,Užsienio autorių romanai,2010,159,0,0,0,Naujosios Romuvos fondas,"13,5 x 21 cm, minkšti viršeliai",Anglų,0,4
Storas sąsiuvinis,Agota Kristof,Užsienio autorių romanai,2004,408,0,0,0,Alma littera,"14,8 x 24 cm, kieti viršeliai",Lietuvių,1,5
Stotis ties horizontu,Erich Maria Remarque,Užsienio autorių romanai,2001,208,0,0,22.59,Presvika,"13 x 19,6 x 1,6 cm, kieti viršeliai",Lietuvių,1,5
Stouneris,John Williams,Klasika,2021,328,12.79,9.59,12.79,Baltos lankos,"14 x 20,5 x 2,5 cm, kieti viršeliai",Lietuvių,41,4
Stounhendžo palikimas,Sam Christer,"Detektyvai, trileriai",2014,432,0,0,4.59,Gimtasis žodis,"14 x 21 cm, kieti viršeliai",Lietuvių,4,4
Strazdanota vasara,Bronius Bušma,Lietuvių autorių romanai,2008,208,0,0,3.39,Mintis,"12 x 20 cm, minkšti viršeliai",Lietuvių,0,4
Strazdiškio elegijos,Algimantas Baltakis,"Poezija, drama, esė",1979,142,0,0,5.79,Vaga,"15 x 17 cm, kieti viršeliai",Lietuvių,0,0
Striptizas,Icchokas Meras,Užsienio autorių romanai,2008,340,0,0,14.69,Baltos lankos,"12,5 x 20 cm, kieti viršeliai",Lietuvių,1,5
Stuburo tik punktyrai,Eugenijus Ališanka,"Poezija, drama, esė",2016,104,0,0,16.59,Lietuvos rašytojų sąjungos leidykla,"14 x 22,6 x 1,2 cm, minkšti viršeliai",Lietuvių,0,3
Studentai. Pjesės,Vytautas Rimkevičius,Lietuvių autorių romanai,1987,569,0,0,2.19,Vaga,"13 x 20 cm, kieti viršeliai",Lietuvių,0,0
Studentė prostitutė. Neišgalvota Sonjos Rosi istorija,Sonia Rossi,Tikros istorijos,2012,232,0,0,16.99,Alma littera,"15 x 24 cm, kieti viršeliai",Lietuvių,2,3
Stulpininkas,Kazys Saja,Lietuvių autorių romanai,1999,257,0,0,7.00,Lietuvos rašytojų sąjungos leidykla,"15 x 20 cm, kieti viršeliai",Lietuvių,0,0
Stumbrai grįžo namo,Juozas Suokas,Lietuvių autorių romanai,1973,94,0,0,2.10,Vaga,"11 x 17 cm, minkšti viršeliai",Lietuvių,0,0
Stumbras,Danijilas Graninas,"Biografijos, publicistika",1989,264,0,0,2.00,Mokslas,"13 x 20,5 cm, kieti viršeliai",Lietuvių,0,0
Styga ir vėjas,Friedrich Holderlin,"Poezija, drama, esė",2024,166,13.89,12.50,0,Kauko laiptai,"16 x 23 x 1,7 cm, kieti viršeliai",Lietuvių,0,0
Styginių kvartetas,Hartmut Lange,Užsienio autorių romanai,2004,158,0,0,5.79,Mintis,"12 x 19 cm, kieti viršeliai",Lietuvių,0,3
